,h,T,M,lambda,s
542,13401,-4800000,1460000,0.0002549,0.000173544
543,13720,-4800000,1460000,0.0002549,0.000173544
544,14040,-4800000,1460000,0.0002549,0.000173544
545,14359,-4800000,1460000,0.0002549,0.000173544
546,14678,-4800000,1460000,0.0002549,0.000173544
547,14997,-4800000,1460000,0.0002549,0.000173544
548,15316,-4800000,1460000,0.0002549,0.000173544
549,15635,-4800000,1460000,0.0002549,0.000173544
550,15954,-4800000,1460000,0.0002549,0.000173544
551,16273,-4800000,1460000,0.0002549,0.000173544
552,16592,-4800000,1460000,0.0002549,0.000173544
553,16911,-4800000,1460000,0.0002549,0.000173544
554,17230,-4800000,1460000,0.0002549,0.000173544
555,17549,-4800000,1460000,0.0002549,0.000173544
556,17868,-4800000,1460000,0.000255,0.000173644
557,18188,-4800000,1460000,0.0002549,0.000173544
558,18507,-4800000,1460000,0.000255,0.000173644
559,18826,-4800000,1460000,0.000255,0.000173644
560,19145,-4800000,1460000,0.000255,0.000173644
561,19464,-4800000,1460000,0.000255,0.000173644
562,19783,-4800000,1460000,0.0002549,0.000173544
563,20102,-4800000,1460000,0.0002549,0.000173544
564,20421,-4800000,1460000,0.0002549,0.000173544
565,20740,-4800000,1460000,0.0002549,0.000173544
566,21059,-4800000,1460000,0.0002549,0.000173544
567,21378,-4800000,1460000,0.0002549,0.000173544
568,21697,-4800000,1460000,0.0002549,0.000173544
569,22017,-4800000,1460000,0.0002549,0.000173544
570,22336,-4800000,1460000,0.0002549,0.000173544
571,22655,-4800000,1460000,0.0002549,0.000173544
572,22974,-4800000,1460000,0.0002549,0.000173544
573,23293,-4800000,1460000,0.0002549,0.000173544
574,23612,-4800000,1460000,0.0002549,0.000173544
575,23931,-4800000,1460000,0.0002549,0.000173544
576,24250,-4800000,1460000,0.0002549,0.000173544
577,24569,-4800000,1460000,0.0002549,0.000173544
578,24888,-4800000,1460000,0.0002549,0.000173544
579,25207,-4800000,1460000,0.0002549,0.000173544
580,25526,-4800000,1460000,0.0002549,0.000173544
581,25845,-4800000,1460000,0.0002549,0.000173544
582,26165,-4800000,1460000,0.0002549,0.000173544
583,26484,-4800000,1460000,0.0002549,0.000173544
584,26803,-4800000,1460000,0.0002549,0.000173544
585,27122,-4800000,1460000,0.0002549,0.000173544
586,27441,-4800000,1460000,0.000255,0.000173644
587,27760,-4800000,1460000,0.000255,0.000173644
588,28079,-4800000,1460000,0.000255,0.000173644
589,28398,-4800000,1460000,0.000255,0.000173644
590,28717,-4800000,1460000,0.0002549,0.000173544
591,29036,-4800000,1460000,0.0002549,0.000173544
592,29355,-4800000,1460000,0.0002549,0.000173544
593,29674,-4800000,1460000,0.0002549,0.000173544
594,29994,-4800000,1460000,0.0002549,0.000173544
595,30313,-4800000,1460000,0.0002549,0.000173544
596,30632,-4800000,1460000,0.0002549,0.000173544
597,30951,-4800000,1460000,0.0002549,0.000173544
598,31270,-4800000,1460000,0.0002549,0.000173544
599,31589,-4800000,1460000,0.0002549,0.000173544
600,0,-5760000,46164,8.00E-06,-8.96E-05
601,319.08,-5760000,121000,1.92E-05,-7.84E-05
602,638.16,-5760000,267000,4.33E-05,-5.43E-05
603,957.24,-5760000,515000,8.61E-05,-1.15E-05
604,1276.3,-5760000,833000,0.0001422,4.46E-05
605,1595.4,-5760000,1120000,0.0001928,9.52E-05
606,1914.5,-5760000,1290000,0.0002252,0.000127573
607,2233.6,-5760000,1390000,0.0002418,0.000144173
608,2552.6,-5760000,1430000,0.0002493,0.000151673
609,2871.7,-5760000,1440000,0.0002525,0.000154873
610,3190.8,-5760000,1450000,0.0002539,0.000156273
611,3509.9,-5760000,1450000,0.0002544,0.000156773
612,3829,-5760000,1450000,0.0002547,0.000157073
613,4148,-5760000,1460000,0.0002548,0.000157173
614,4467.1,-5760000,1460000,0.0002548,0.000157173
615,4786.2,-5760000,1460000,0.0002549,0.000157273
616,5105.3,-5760000,1460000,0.0002548,0.000157173
617,5424.4,-5760000,1460000,0.0002548,0.000157173
618,5743.4,-5760000,1460000,0.0002549,0.000157273
619,6062.5,-5760000,1460000,0.0002549,0.000157273
620,6381.6,-5760000,1460000,0.0002549,0.000157273
621,6700.7,-5760000,1460000,0.0002549,0.000157273
622,7019.8,-5760000,1460000,0.0002549,0.000157273
623,7338.8,-5760000,1460000,0.0002548,0.000157173
624,7657.9,-5760000,1460000,0.0002549,0.000157273
625,7977,-5760000,1460000,0.0002549,0.000157273
626,8296.1,-5760000,1460000,0.0002549,0.000157273
627,8615.2,-5760000,1460000,0.0002549,0.000157273
628,8934.2,-5760000,1460000,0.0002549,0.000157273
629,9253.3,-5760000,1460000,0.0002549,0.000157273
630,9572.4,-5760000,1460000,0.0002549,0.000157273
631,9891.5,-5760000,1460000,0.0002549,0.000157273
632,10211,-5760000,1460000,0.0002549,0.000157273
633,10530,-5760000,1460000,0.0002549,0.000157273
634,10849,-5760000,1460000,0.0002549,0.000157273
635,11168,-5760000,1460000,0.0002549,0.000157273
636,11487,-5760000,1460000,0.0002549,0.000157273
637,11806,-5760000,1460000,0.0002549,0.000157273
638,12125,-5760000,1460000,0.0002549,0.000157273
639,12444,-5760000,1460000,0.0002549,0.000157273
640,12763,-5760000,1460000,0.0002549,0.000157273
641,13082,-5760000,1460000,0.0002549,0.000157273
642,13401,-5760000,1460000,0.0002549,0.000157273
643,13720,-5760000,1460000,0.0002549,0.000157273
644,14040,-5760000,1460000,0.0002549,0.000157273
645,14359,-5760000,1460000,0.0002549,0.000157273
646,14678,-5760000,1460000,0.0002549,0.000157273
647,14997,-5760000,1460000,0.0002549,0.000157273
648,15316,-5760000,1460000,0.0002549,0.000157273
649,15635,-5760000,1460000,0.0002549,0.000157273
650,15954,-5760000,1460000,0.0002549,0.000157273
651,16273,-5760000,1460000,0.0002549,0.000157273
652,16592,-5760000,1460000,0.0002549,0.000157273
653,16911,-5760000,1460000,0.0002549,0.000157273
654,17230,-5760000,1460000,0.0002549,0.000157273
655,17549,-5760000,1460000,0.000255,0.000157373
656,17868,-5760000,1460000,0.0002549,0.000157273
657,18188,-5760000,1460000,0.000255,0.000157373
658,18507,-5760000,1460000,0.000255,0.000157373
659,18826,-5760000,1460000,0.000255,0.000157373
660,19145,-5760000,1460000,0.000255,0.000157373
661,19464,-5760000,1460000,0.0002549,0.000157273
662,19783,-5760000,1460000,0.0002549,0.000157273
663,20102,-5760000,1460000,0.0002549,0.000157273
664,20421,-5760000,1460000,0.0002549,0.000157273
665,20740,-5760000,1460000,0.0002549,0.000157273
666,21059,-5760000,1460000,0.0002549,0.000157273
667,21378,-5760000,1460000,0.0002549,0.000157273
668,21697,-5760000,1460000,0.0002549,0.000157273
669,22017,-5760000,1460000,0.0002549,0.000157273
670,22336,-5760000,1460000,0.0002549,0.000157273
671,22655,-5760000,1460000,0.0002549,0.000157273
672,22974,-5760000,1460000,0.0002549,0.000157273
673,23293,-5760000,1460000,0.0002549,0.000157273
674,23612,-5760000,1460000,0.0002549,0.000157273
675,23931,-5760000,1460000,0.0002549,0.000157273
676,24250,-5760000,1460000,0.0002549,0.000157273
677,24569,-5760000,1460000,0.0002549,0.000157273
678,24888,-5760000,1460000,0.0002549,0.000157273
679,25207,-5760000,1460000,0.0002549,0.000157273
680,25526,-5760000,1460000,0.0002549,0.000157273
681,25845,-5760000,1460000,0.0002549,0.000157273
682,26165,-5760000,1460000,0.0002549,0.000157273
683,26484,-5760000,1460000,0.0002549,0.000157273
684,26803,-5760000,1460000,0.0002549,0.000157273
685,27122,-5760000,1460000,0.0002549,0.000157273
686,27441,-5760000,1460000,0.0002549,0.000157273
687,27760,-5760000,1460000,0.000255,0.000157373
688,28079,-5760000,1460000,0.000255,0.000157373
689,28398,-5760000,1460000,0.000255,0.000157373
690,28717,-5760000,1460000,0.000255,0.000157373
691,29036,-5760000,1460000,0.0002549,0.000157273
692,29355,-5760000,1460000,0.0002549,0.000157273
693,29674,-5760000,1460000,0.0002549,0.000157273
694,29994,-5760000,1460000,0.0002549,0.000157273
695,30313,-5760000,1460000,0.0002549,0.000157273
696,30632,-5760000,1460000,0.0002549,0.000157273
697,30951,-5760000,1460000,0.0002549,0.000157273
698,31270,-5760000,1460000,0.0002549,0.000157273
699,31589,-5760000,1460000,0.0002549,0.000157273
700,0,-6720000,32038,5.40E-06,-0.000108498
701,319.08,-6720000,87230,1.33E-05,-0.000100598
702,638.16,-6720000,197000,3.10E-05,-8.29E-05
703,957.24,-6720000,399000,6.53E-05,-4.86E-05
704,1276.3,-6720000,696000,0.0001174,3.50E-06
705,1595.4,-6720000,1010000,0.0001727,5.88E-05
706,1914.5,-6720000,1230000,0.0002133,9.94E-05
707,2233.6,-6720000,1350000,0.0002359,0.000122002
708,2552.6,-6720000,1410000,0.0002467,0.000132802
709,2871.7,-6720000,1440000,0.0002514,0.000137502
710,3190.8,-6720000,1450000,0.0002534,0.000139502
711,3509.9,-6720000,1450000,0.0002543,0.000140402
712,3829,-6720000,1450000,0.0002545,0.000140602
713,4148,-6720000,1460000,0.0002547,0.000140802
714,4467.1,-6720000,1460000,0.0002548,0.000140902
715,4786.2,-6720000,1460000,0.0002549,0.000141002
716,5105.3,-6720000,1460000,0.0002549,0.000141002
717,5424.4,-6720000,1460000,0.0002548,0.000140902
718,5743.4,-6720000,1460000,0.0002548,0.000140902
719,6062.5,-6720000,1460000,0.0002549,0.000141002
720,6381.6,-6720000,1460000,0.0002549,0.000141002
721,6700.7,-6720000,1460000,0.0002549,0.000141002
722,7019.8,-6720000,1460000,0.0002549,0.000141002
723,7338.8,-6720000,1460000,0.0002549,0.000141002
724,7657.9,-6720000,1460000,0.0002548,0.000140902
725,7977,-6720000,1460000,0.0002549,0.000141002
726,8296.1,-6720000,1460000,0.0002549,0.000141002
727,8615.2,-6720000,1460000,0.0002549,0.000141002
728,8934.2,-6720000,1460000,0.0002549,0.000141002
729,9253.3,-6720000,1460000,0.0002549,0.000141002
730,9572.4,-6720000,1460000,0.0002549,0.000141002
731,9891.5,-6720000,1460000,0.0002549,0.000141002
732,10211,-6720000,1460000,0.0002549,0.000141002
733,10530,-6720000,1460000,0.0002549,0.000141002
734,10849,-6720000,1460000,0.0002549,0.000141002
735,11168,-6720000,1460000,0.0002549,0.000141002
736,11487,-6720000,1460000,0.0002549,0.000141002
737,11806,-6720000,1460000,0.0002549,0.000141002
738,12125,-6720000,1460000,0.0002549,0.000141002
739,12444,-6720000,1460000,0.0002549,0.000141002
740,12763,-6720000,1460000,0.0002549,0.000141002
741,13082,-6720000,1460000,0.0002549,0.000141002
742,13401,-6720000,1460000,0.0002549,0.000141002
743,13720,-6720000,1460000,0.0002549,0.000141002
744,14040,-6720000,1460000,0.0002549,0.000141002
745,14359,-6720000,1460000,0.0002549,0.000141002
746,14678,-6720000,1460000,0.0002549,0.000141002
747,14997,-6720000,1460000,0.0002549,0.000141002
748,15316,-6720000,1460000,0.0002549,0.000141002
749,15635,-6720000,1460000,0.0002549,0.000141002
750,15954,-6720000,1460000,0.0002549,0.000141002
751,16273,-6720000,1460000,0.0002549,0.000141002
752,16592,-6720000,1460000,0.0002549,0.000141002
753,16911,-6720000,1460000,0.0002549,0.000141002
754,17230,-6720000,1460000,0.0002549,0.000141002
755,17549,-6720000,1460000,0.000255,0.000141102
756,17868,-6720000,1460000,0.000255,0.000141102
757,18188,-6720000,1460000,0.0002549,0.000141002
758,18507,-6720000,1460000,0.000255,0.000141102
759,18826,-6720000,1460000,0.000255,0.000141102
760,19145,-6720000,1460000,0.000255,0.000141102
761,19464,-6720000,1460000,0.000255,0.000141102
762,19783,-6720000,1460000,0.000255,0.000141102
763,20102,-6720000,1460000,0.000255,0.000141102
764,20421,-6720000,1460000,0.000255,0.000141102
765,20740,-6720000,1460000,0.000255,0.000141102
766,21059,-6720000,1460000,0.0002549,0.000141002
767,21378,-6720000,1460000,0.0002549,0.000141002
768,21697,-6720000,1460000,0.0002549,0.000141002
769,22017,-6720000,1460000,0.0002549,0.000141002
770,22336,-6720000,1460000,0.0002549,0.000141002
771,22655,-6720000,1460000,0.0002549,0.000141002
772,22974,-6720000,1460000,0.0002549,0.000141002
773,23293,-6720000,1460000,0.0002549,0.000141002
774,23612,-6720000,1460000,0.0002549,0.000141002
775,23931,-6720000,1460000,0.0002549,0.000141002
776,24250,-6720000,1460000,0.0002549,0.000141002
777,24569,-6720000,1460000,0.0002549,0.000141002
778,24888,-6720000,1460000,0.0002549,0.000141002
779,25207,-6720000,1460000,0.0002549,0.000141002
780,25526,-6720000,1460000,0.0002549,0.000141002
781,25845,-6720000,1460000,0.0002549,0.000141002
782,26165,-6720000,1460000,0.0002549,0.000141002
783,26484,-6720000,1460000,0.0002549,0.000141002
784,26803,-6720000,1460000,0.0002549,0.000141002
785,27122,-6720000,1460000,0.0002549,0.000141002
786,27441,-6720000,1460000,0.0002549,0.000141002
787,27760,-6720000,1460000,0.000255,0.000141102
788,28079,-6720000,1460000,0.000255,0.000141102
789,28398,-6720000,1460000,0.000255,0.000141102
790,28717,-6720000,1460000,0.000255,0.000141102
791,29036,-6720000,1460000,0.000255,0.000141102
792,29355,-6720000,1460000,0.000255,0.000141102
793,29674,-6720000,1460000,0.0002549,0.000141002
794,29994,-6720000,1460000,0.0002549,0.000141002
795,30313,-6720000,1460000,0.0002549,0.000141002
796,30632,-6720000,1460000,0.0002549,0.000141002
797,30951,-6720000,1460000,0.0002549,0.000141002
798,31270,-6720000,1460000,0.0002549,0.000141002
799,31589,-6720000,1460000,0.0002549,0.000141002
800,0,-7680000,22135,3.70E-06,-0.000126469
801,319.08,-7680000,64076,9.20E-06,-0.000120969
802,638.16,-7680000,146000,2.18E-05,-0.000108369
803,957.24,-7680000,303000,4.82E-05,-8.20E-05
804,1276.3,-7680000,562000,9.37E-05,-3.65E-05
805,1595.4,-7680000,879000,0.00015,1.98E-05
806,1914.5,-7680000,1150000,0.0001979,6.77E-05
807,2233.6,-7680000,1310000,0.0002278,9.76E-05
808,2552.6,-7680000,1390000,0.0002429,0.000112731
809,2871.7,-7680000,1430000,0.0002497,0.000119531
810,3190.8,-7680000,1440000,0.0002527,0.000122531
811,3509.9,-7680000,1450000,0.0002539,0.000123731
812,3829,-7680000,1450000,0.0002545,0.000124331
813,4148,-7680000,1450000,0.0002546,0.000124431
814,4467.1,-7680000,1460000,0.0002548,0.000124631
815,4786.2,-7680000,1460000,0.0002548,0.000124631
816,5105.3,-7680000,1460000,0.0002549,0.000124731
817,5424.4,-7680000,1460000,0.0002549,0.000124731
818,5743.4,-7680000,1460000,0.0002548,0.000124631
819,6062.5,-7680000,1460000,0.0002548,0.000124631
820,6381.6,-7680000,1460000,0.0002549,0.000124731
821,6700.7,-7680000,1460000,0.0002549,0.000124731
822,7019.8,-7680000,1460000,0.0002549,0.000124731
823,7338.8,-7680000,1460000,0.0002549,0.000124731
824,7657.9,-7680000,1460000,0.0002549,0.000124731
825,7977,-7680000,1460000,0.0002548,0.000124631
826,8296.1,-7680000,1460000,0.0002549,0.000124731
827,8615.2,-7680000,1460000,0.0002549,0.000124731
828,8934.2,-7680000,1460000,0.0002549,0.000124731
829,9253.3,-7680000,1460000,0.0002549,0.000124731
830,9572.4,-7680000,1460000,0.0002549,0.000124731
831,9891.5,-7680000,1460000,0.0002549,0.000124731
832,10211,-7680000,1460000,0.0002549,0.000124731
833,10530,-7680000,1460000,0.0002549,0.000124731
834,10849,-7680000,1460000,0.0002549,0.000124731
835,11168,-7680000,1460000,0.0002549,0.000124731
836,11487,-7680000,1460000,0.0002549,0.000124731
837,11806,-7680000,1460000,0.0002549,0.000124731
838,12125,-7680000,1460000,0.0002549,0.000124731
839,12444,-7680000,1460000,0.0002549,0.000124731
840,12763,-7680000,1460000,0.0002549,0.000124731
841,13082,-7680000,1460000,0.0002549,0.000124731
842,13401,-7680000,1460000,0.0002549,0.000124731
843,13720,-7680000,1460000,0.0002549,0.000124731
844,14040,-7680000,1460000,0.0002549,0.000124731
845,14359,-7680000,1460000,0.0002549,0.000124731
846,14678,-7680000,1460000,0.0002549,0.000124731
847,14997,-7680000,1460000,0.0002549,0.000124731
848,15316,-7680000,1460000,0.0002549,0.000124731
849,15635,-7680000,1460000,0.0002549,0.000124731
850,15954,-7680000,1460000,0.0002549,0.000124731
851,16273,-7680000,1460000,0.0002549,0.000124731
852,16592,-7680000,1460000,0.0002549,0.000124731
853,16911,-7680000,1460000,0.0002549,0.000124731
854,17230,-7680000,1460000,0.0002549,0.000124731
855,17549,-7680000,1460000,0.0002549,0.000124731
856,17868,-7680000,1460000,0.0002549,0.000124731
857,18188,-7680000,1460000,0.000255,0.000124831
858,18507,-7680000,1460000,0.000255,0.000124831
859,18826,-7680000,1460000,0.000255,0.000124831
860,19145,-7680000,1460000,0.000255,0.000124831
861,19464,-7680000,1460000,0.000255,0.000124831
862,19783,-7680000,1460000,0.000255,0.000124831
863,20102,-7680000,1460000,0.000255,0.000124831
864,20421,-7680000,1460000,0.000255,0.000124831
865,20740,-7680000,1460000,0.0002549,0.000124731
866,21059,-7680000,1460000,0.0002549,0.000124731
867,21378,-7680000,1460000,0.0002549,0.000124731
868,21697,-7680000,1460000,0.0002549,0.000124731
869,22017,-7680000,1460000,0.0002549,0.000124731
870,22336,-7680000,1460000,0.0002549,0.000124731
871,22655,-7680000,1460000,0.0002549,0.000124731
872,22974,-7680000,1460000,0.0002549,0.000124731
873,23293,-7680000,1460000,0.0002549,0.000124731
874,23612,-7680000,1460000,0.0002549,0.000124731
875,23931,-7680000,1460000,0.0002549,0.000124731
876,24250,-7680000,1460000,0.0002549,0.000124731
877,24569,-7680000,1460000,0.0002549,0.000124731
878,24888,-7680000,1460000,0.0002549,0.000124731
879,25207,-7680000,1460000,0.0002549,0.000124731
880,25526,-7680000,1460000,0.0002549,0.000124731
881,25845,-7680000,1460000,0.0002549,0.000124731
882,26165,-7680000,1460000,0.0002549,0.000124731
883,26484,-7680000,1460000,0.0002549,0.000124731
884,26803,-7680000,1460000,0.0002549,0.000124731
885,27122,-7680000,1460000,0.0002549,0.000124731
886,27441,-7680000,1460000,0.0002549,0.000124731
887,27760,-7680000,1460000,0.0002549,0.000124731
888,28079,-7680000,1460000,0.000255,0.000124831
889,28398,-7680000,1460000,0.000255,0.000124831
890,28717,-7680000,1460000,0.000255,0.000124831
891,29036,-7680000,1460000,0.000255,0.000124831
892,29355,-7680000,1460000,0.000255,0.000124831
893,29674,-7680000,1460000,0.0002549,0.000124731
894,29994,-7680000,1460000,0.0002549,0.000124731
895,30313,-7680000,1460000,0.0002549,0.000124731
896,30632,-7680000,1460000,0.0002549,0.000124731
897,30951,-7680000,1460000,0.0002549,0.000124731
898,31270,-7680000,1460000,0.0002549,0.000124731
899,31589,-7680000,1460000,0.0002549,0.000124731
900,0,-8640000,15436,2.60E-06,-0.000143841
901,319.08,-8640000,47766,6.30E-06,-0.000140141
902,638.16,-8640000,108000,1.52E-05,-0.000131241
903,957.24,-8640000,228000,3.47E-05,-0.000111741
904,1276.3,-8640000,442000,7.20E-05,-7.44E-05
905,1595.4,-8640000,743000,0.0001254,-2.10E-05
906,1914.5,-8640000,1040000,0.0001791,3.27E-05
907,2233.6,-8640000,1250000,0.0002169,7.05E-05
908,2552.6,-8640000,1360000,0.0002376,9.12E-05
909,2871.7,-8640000,1420000,0.0002473,0.000100859
910,3190.8,-8640000,1440000,0.0002516,0.000105159
911,3509.9,-8640000,1450000,0.0002535,0.000107059
912,3829,-8640000,1450000,0.0002543,0.000107859
913,4148,-8640000,1450000,0.0002545,0.000108059
914,4467.1,-8640000,1460000,0.0002547,0.000108259
915,4786.2,-8640000,1460000,0.0002548,0.000108359
916,5105.3,-8640000,1460000,0.0002548,0.000108359
917,5424.4,-8640000,1460000,0.0002549,0.000108459
918,5743.4,-8640000,1460000,0.0002549,0.000108459
919,6062.5,-8640000,1460000,0.0002548,0.000108359
920,6381.6,-8640000,1460000,0.0002548,0.000108359
921,6700.7,-8640000,1460000,0.0002549,0.000108459
922,7019.8,-8640000,1460000,0.0002549,0.000108459
923,7338.8,-8640000,1460000,0.0002549,0.000108459
